cropped_filename,class_original,class_new,reason,original_good,new_good
person_000001_image_000001_conf_87.39.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000002_image_000001_conf_76.94.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000003_image_000001_conf_73.87.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000004_image_000001_conf_72.45.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000005_image_000002_conf_79.24.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000006_image_000002_conf_75.86.jpg,good,good,"Image passed with positive features: Passed initial quality check, Good image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000007_image_000002_conf_74.09.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000008_image_000003_conf_82.95.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000009_image_000003_conf_81.98.jpg,good,good,"Image passed with positive features: Passed initial quality check, Good image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000010_image_000003_conf_75.11.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000011_image_000003_conf_71.70.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000012_image_000003_conf_71.08.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000013_image_000004_conf_76.02.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000014_image_000004_conf_75.83.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000015_image_000004_conf_75.74.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000016_image_000005_conf_84.35.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000017_image_000005_conf_81.66.jpg,junk,junk,Image failed due to: Poor image quality,False,False
person_000018_image_000005_conf_81.04.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000019_image_000005_conf_76.81.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000020_image_000005_conf_75.72.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000021_image_000005_conf_72.15.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000022_image_000005_conf_71.19.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000023_image_000006_conf_82.29.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000024_image_000006_conf_79.05.jpg,junk,junk,"Image failed due to: Poor image quality, No head detected, No torso detected, Body occlusion detected",False,False
person_000025_image_000006_conf_77.20.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000026_image_000006_conf_73.93.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000027_image_000007_conf_76.14.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000028_image_000007_conf_75.80.jpg,junk,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected",False,False
person_000029_image_000007_conf_75.76.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000030_image_000008_conf_83.14.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000031_image_000008_conf_73.73.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000032_image_000008_conf_70.74.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000033_image_000008_conf_70.59.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000034_image_000009_conf_85.35.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000035_image_000009_conf_80.89.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000036_image_000009_conf_79.92.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000037_image_000009_conf_74.36.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000038_image_000010_conf_83.55.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000039_image_000010_conf_82.97.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000040_image_000010_conf_75.57.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000041_image_000010_conf_73.91.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000042_image_000011_conf_83.55.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000043_image_000011_conf_82.97.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000044_image_000011_conf_75.57.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000045_image_000011_conf_73.91.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000046_image_000012_conf_83.03.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000047_image_000012_conf_81.26.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000048_image_000012_conf_80.06.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000049_image_000012_conf_77.60.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000050_image_000012_conf_77.36.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000051_image_000013_conf_82.65.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000052_image_000013_conf_76.38.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000053_image_000013_conf_73.65.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000054_image_000013_conf_72.07.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000055_image_000014_conf_78.65.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000056_image_000014_conf_78.02.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000057_image_000014_conf_73.48.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000058_image_000014_conf_73.12.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000059_image_000014_conf_72.56.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000060_image_000015_conf_83.06.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000061_image_000016_conf_83.85.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000062_image_000016_conf_82.20.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000063_image_000016_conf_75.95.jpg,junk,junk,"Image failed due to: Light sources detected, Body occlusion detected",False,False
person_000064_image_000016_conf_74.76.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000065_image_000017_conf_93.80.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000066_image_000017_conf_80.88.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000067_image_000017_conf_77.92.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000068_image_000017_conf_76.91.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000069_image_000018_conf_82.05.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000070_image_000018_conf_77.01.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000071_image_000018_conf_74.40.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000072_image_000018_conf_72.40.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000073_image_000018_conf_71.35.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000074_image_000019_conf_84.72.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000075_image_000020_conf_83.77.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000076_image_000020_conf_71.41.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000077_image_000021_conf_83.76.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000078_image_000021_conf_82.06.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000079_image_000021_conf_72.89.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000080_image_000021_conf_72.54.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000081_image_000021_conf_70.62.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000082_image_000022_conf_83.07.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000083_image_000022_conf_78.29.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000084_image_000022_conf_73.85.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000085_image_000022_conf_70.15.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000086_image_000023_conf_84.89.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000087_image_000023_conf_80.49.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000088_image_000023_conf_80.38.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000089_image_000023_conf_70.68.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000090_image_000024_conf_90.26.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000091_image_000024_conf_87.61.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000092_image_000024_conf_74.95.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000093_image_000025_conf_87.76.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000094_image_000025_conf_79.22.jpg,junk,junk,"Image failed due to: Light sources detected, Body occlusion detected",False,False
person_000095_image_000025_conf_78.71.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000096_image_000025_conf_74.98.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000097_image_000026_conf_78.91.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000098_image_000026_conf_75.79.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000099_image_000026_conf_73.67.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000100_image_000026_conf_72.23.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000101_image_000027_conf_83.16.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000102_image_000027_conf_79.35.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000103_image_000027_conf_72.24.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000104_image_000027_conf_70.15.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000105_image_000028_conf_84.02.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000106_image_000028_conf_81.72.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000107_image_000028_conf_77.40.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000108_image_000028_conf_70.71.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000109_image_000029_conf_79.85.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000110_image_000029_conf_78.59.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000111_image_000029_conf_77.94.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000112_image_000029_conf_76.27.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000113_image_000029_conf_74.38.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000114_image_000030_conf_87.44.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000115_image_000030_conf_77.16.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000116_image_000030_conf_73.86.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000117_image_000031_conf_71.91.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000118_image_000032_conf_77.57.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000119_image_000032_conf_75.97.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000120_image_000032_conf_72.26.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000121_image_000033_conf_75.13.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000122_image_000033_conf_70.87.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000123_image_000034_conf_73.44.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000124_image_000034_conf_70.59.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000125_image_000035_conf_80.65.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000126_image_000036_conf_83.11.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000127_image_000036_conf_81.73.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000128_image_000036_conf_71.25.jpg,junk,junk,"Image failed due to: Light sources detected, Body occlusion detected",False,False
person_000129_image_000037_conf_78.33.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000130_image_000038_conf_84.64.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000131_image_000038_conf_74.55.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000132_image_000039_conf_88.84.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",True,True
person_000133_image_000039_conf_87.47.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000134_image_000040_conf_86.88.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
