cropped_filename,class_original,class_new,reason,original_good,new_good
person_000001_image_000001_conf_84.66.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000002_image_000002_conf_87.02.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000003_image_000002_conf_71.68.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected",False,False
person_000004_image_000003_conf_86.21.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000005_image_000004_conf_87.38.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000006_image_000004_conf_78.58.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000007_image_000005_conf_83.71.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000008_image_000005_conf_79.17.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected",False,False
person_000009_image_000005_conf_78.58.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000010_image_000006_conf_85.04.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000011_image_000007_conf_89.39.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000012_image_000007_conf_71.88.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected",False,False
person_000013_image_000008_conf_82.59.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000014_image_000008_conf_77.14.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000015_image_000009_conf_86.77.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000016_image_000009_conf_80.26.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000017_image_000010_conf_91.62.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000018_image_000011_conf_92.13.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000019_image_000011_conf_76.82.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000020_image_000012_conf_91.86.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000021_image_000013_conf_89.80.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000022_image_000014_conf_81.12.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000023_image_000015_conf_78.44.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000024_image_000016_conf_91.29.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000025_image_000017_conf_70.23.jpg,good,junk,Image failed due to: Light sources detected,True,False
person_000026_image_000018_conf_74.16.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000027_image_000022_conf_87.26.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000028_image_000024_conf_86.30.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000029_image_000026_conf_79.33.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000030_image_000028_conf_70.96.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000031_image_000030_conf_70.36.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000032_image_000034_conf_84.77.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000033_image_000034_conf_71.20.jpg,good,junk,Image failed due to: Poor aspect ratio,True,False
person_000034_image_000034_conf_70.08.jpg,junk,junk,Image failed due to: Light sources detected,False,False
person_000035_image_000035_conf_85.65.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000036_image_000036_conf_87.03.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000037_image_000037_conf_88.58.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000038_image_000037_conf_74.70.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000039_image_000038_conf_89.52.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000040_image_000038_conf_79.96.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000041_image_000039_conf_90.73.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000042_image_000039_conf_79.40.jpg,junk,junk,Image failed due to: Poor aspect ratio,False,False
person_000043_image_000040_conf_90.83.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000044_image_000040_conf_74.58.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000045_image_000040_conf_72.56.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000046_image_000041_conf_91.85.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000047_image_000041_conf_77.32.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000048_image_000042_conf_75.06.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000049_image_000043_conf_76.19.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000050_image_000047_conf_91.15.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000051_image_000048_conf_73.36.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000052_image_000052_conf_72.31.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000053_image_000059_conf_72.17.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected",False,False
person_000054_image_000062_conf_77.41.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected",False,False
person_000055_image_000063_conf_74.68.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
